UserId,ClassId,Primary,BeginDate,EndDate
27,9,0,2019-01-15 00:00,2019-06-30 00:00
33,9,0,2018-09-01 00:00,2019-01-01 00:00
39,9,0,2019-01-15 00:00,2019-06-30 00:00
45,9,0,2018-09-01 00:00,2019-01-01 00:00
51,9,0,2019-01-15 00:00,2019-06-30 00:00
57,9,0,2018-09-01 00:00,2019-01-01 00:00
63,9,0,2019-01-15 00:00,2019-06-30 00:00
2,10,0,2018-09-01 00:00,2019-01-01 00:00
5,10,0,2018-09-01 00:00,2019-01-01 00:00
8,10,0,2019-01-15 00:00,2019-06-30 00:00
11,10,0,2019-01-15 00:00,2019-06-30 00:00
14,10,0,2018-09-01 00:00,2019-01-01 00:00
17,10,0,2018-09-01 00:00,2019-01-01 00:00
20,10,0,2019-01-15 00:00,2019-06-30 00:00
23,10,0,2019-01-15 00:00,2019-06-30 00:00
29,10,0,2018-09-01 00:00,2019-01-01 00:00
35,10,0,2019-01-15 00:00,2019-06-30 00:00
41,10,0,2018-09-01 00:00,2019-01-01 00:00
47,10,0,2019-01-15 00:00,2019-06-30 00:00
53,10,0,2018-09-01 00:00,2019-01-01 00:00
59,10,0,2019-01-15 00:00,2019-06-30 00:00
1,11,0,2018-09-01 00:00,2019-01-01 00:00
4,11,0,2019-01-15 00:00,2019-06-30 00:00
7,11,0,2019-01-15 00:00,2019-06-30 00:00
10,11,0,2018-09-01 00:00,2019-01-01 00:00
13,11,0,2018-09-01 00:00,2019-01-01 00:00
16,11,0,2019-01-15 00:00,2019-06-30 00:00
19,11,0,2019-01-15 00:00,2019-06-30 00:00
25,11,0,2018-09-01 00:00,2019-01-01 00:00
31,11,0,2019-01-15 00:00,2019-06-30 00:00
37,11,0,2018-09-01 00:00,2019-01-01 00:00
43,11,0,2019-01-15 00:00,2019-06-30 00:00
49,11,0,2018-09-01 00:00,2019-01-01 00:00
55,11,0,2019-01-15 00:00,2019-06-30 00:00
61,11,0,2018-09-01 00:00,2019-01-01 00:00
3,12,0,2019-01-15 00:00,2019-06-30 00:00
6,12,0,2018-09-01 00:00,2019-01-01 00:00
9,12,0,2018-09-01 00:00,2019-01-01 00:00
12,12,0,2019-01-15 00:00,2019-06-30 00:00
15,12,0,2019-01-15 00:00,2019-06-30 00:00
18,12,0,2018-09-01 00:00,2019-01-01 00:00
21,12,0,2018-09-01 00:00,2019-01-01 00:00
27,12,0,2019-01-15 00:00,2019-06-30 00:00
33,12,0,2018-09-01 00:00,2019-01-01 00:00
39,12,0,2019-01-15 00:00,2019-06-30 00:00
45,12,0,2018-09-01 00:00,2019-01-01 00:00
51,12,0,2019-01-15 00:00,2019-06-30 00:00
57,12,0,2018-09-01 00:00,2019-01-01 00:00
63,12,0,2019-01-15 00:00,2019-06-30 00:00
2,13,0,2018-09-01 00:00,2019-01-01 00:00
5,13,0,2018-09-01 00:00,2019-01-01 00:00
8,13,0,2019-01-15 00:00,2019-06-30 00:00
11,13,0,2019-01-15 00:00,2019-06-30 00:00
14,13,0,2018-09-01 00:00,2019-01-01 00:00
17,13,0,2018-09-01 00:00,2019-01-01 00:00
20,13,0,2019-01-15 00:00,2019-06-30 00:00
23,13,0,2019-01-15 00:00,2019-06-30 00:00
29,13,0,2018-09-01 00:00,2019-01-01 00:00
35,13,0,2019-01-15 00:00,2019-06-30 00:00
41,13,0,2018-09-01 00:00,2019-01-01 00:00
47,13,0,2019-01-15 00:00,2019-06-30 00:00
53,13,0,2018-09-01 00:00,2019-01-01 00:00
59,13,0,2019-01-15 00:00,2019-06-30 00:00
1,14,0,2018-09-01 00:00,2019-01-01 00:00
4,14,0,2019-01-15 00:00,2019-06-30 00:00
7,14,0,2019-01-15 00:00,2019-06-30 00:00
10,14,0,2018-09-01 00:00,2019-01-01 00:00
13,14,0,2018-09-01 00:00,2019-01-01 00:00
16,14,0,2019-01-15 00:00,2019-06-30 00:00
19,14,0,2019-01-15 00:00,2019-06-30 00:00
25,14,0,2018-09-01 00:00,2019-01-01 00:00
31,14,0,2019-01-15 00:00,2019-06-30 00:00
37,14,0,2018-09-01 00:00,2019-01-01 00:00
43,14,0,2019-01-15 00:00,2019-06-30 00:00
49,14,0,2018-09-01 00:00,2019-01-01 00:00
55,14,0,2019-01-15 00:00,2019-06-30 00:00
61,14,0,2018-09-01 00:00,2019-01-01 00:00
1,15,0,2018-09-01 00:00,2019-01-01 00:00
4,15,0,2019-01-15 00:00,2019-06-30 00:00
7,15,0,2019-01-15 00:00,2019-06-30 00:00
10,15,0,2018-09-01 00:00,2019-01-01 00:00
13,15,0,2018-09-01 00:00,2019-01-01 00:00
16,15,0,2019-01-15 00:00,2019-06-30 00:00
19,15,0,2019-01-15 00:00,2019-06-30 00:00
25,15,0,2018-09-01 00:00,2019-01-01 00:00
31,15,0,2019-01-15 00:00,2019-06-30 00:00
37,15,0,2018-09-01 00:00,2019-01-01 00:00
43,15,0,2019-01-15 00:00,2019-06-30 00:00
49,15,0,2018-09-01 00:00,2019-01-01 00:00
55,15,0,2019-01-15 00:00,2019-06-30 00:00
61,15,0,2018-09-01 00:00,2019-01-01 00:00
3,16,0,2019-01-15 00:00,2019-06-30 00:00
6,16,0,2018-09-01 00:00,2019-01-01 00:00
9,16,0,2018-09-01 00:00,2019-01-01 00:00
12,16,0,2019-01-15 00:00,2019-06-30 00:00
15,16,0,2019-01-15 00:00,2019-06-30 00:00
18,16,0,2018-09-01 00:00,2019-01-01 00:00
21,16,0,2018-09-01 00:00,2019-01-01 00:00
27,16,0,2019-01-15 00:00,2019-06-30 00:00
33,16,0,2018-09-01 00:00,2019-01-01 00:00
39,16,0,2019-01-15 00:00,2019-06-30 00:00
45,16,0,2018-09-01 00:00,2019-01-01 00:00
51,16,0,2019-01-15 00:00,2019-06-30 00:00
57,16,0,2018-09-01 00:00,2019-01-01 00:00
63,16,0,2019-01-15 00:00,2019-06-30 00:00
1,17,0,2018-09-01 00:00,2019-01-01 00:00
4,17,0,2019-01-15 00:00,2019-06-30 00:00
7,17,0,2019-01-15 00:00,2019-06-30 00:00
10,17,0,2018-09-01 00:00,2019-01-01 00:00
13,17,0,2018-09-01 00:00,2019-01-01 00:00
16,17,0,2019-01-15 00:00,2019-06-30 00:00
19,17,0,2019-01-15 00:00,2019-06-30 00:00
25,17,0,2018-09-01 00:00,2019-01-01 00:00
31,17,0,2019-01-15 00:00,2019-06-30 00:00
37,17,0,2018-09-01 00:00,2019-01-01 00:00
43,17,0,2019-01-15 00:00,2019-06-30 00:00
49,17,0,2018-09-01 00:00,2019-01-01 00:00
55,17,0,2019-01-15 00:00,2019-06-30 00:00
61,17,0,2018-09-01 00:00,2019-01-01 00:00
2,18,0,2018-09-01 00:00,2019-01-01 00:00
5,18,0,2018-09-01 00:00,2019-01-01 00:00
8,18,0,2019-01-15 00:00,2019-06-30 00:00
11,18,0,2019-01-15 00:00,2019-06-30 00:00
14,18,0,2018-09-01 00:00,2019-01-01 00:00
17,18,0,2018-09-01 00:00,2019-01-01 00:00
20,18,0,2019-01-15 00:00,2019-06-30 00:00
23,18,0,2019-01-15 00:00,2019-06-30 00:00
29,18,0,2018-09-01 00:00,2019-01-01 00:00
35,18,0,2019-01-15 00:00,2019-06-30 00:00
41,18,0,2018-09-01 00:00,2019-01-01 00:00
47,18,0,2019-01-15 00:00,2019-06-30 00:00
53,18,0,2018-09-01 00:00,2019-01-01 00:00
59,18,0,2019-01-15 00:00,2019-06-30 00:00
3,19,0,2019-01-15 00:00,2019-06-30 00:00
6,19,0,2018-09-01 00:00,2019-01-01 00:00
9,19,0,2018-09-01 00:00,2019-01-01 00:00
12,19,0,2019-01-15 00:00,2019-06-30 00:00
15,19,0,2019-01-15 00:00,2019-06-30 00:00
18,19,0,2018-09-01 00:00,2019-01-01 00:00
21,19,0,2018-09-01 00:00,2019-01-01 00:00
27,19,0,2019-01-15 00:00,2019-06-30 00:00
33,19,0,2018-09-01 00:00,2019-01-01 00:00
39,19,0,2019-01-15 00:00,2019-06-30 00:00
45,19,0,2018-09-01 00:00,2019-01-01 00:00
51,19,0,2019-01-15 00:00,2019-06-30 00:00
57,19,0,2018-09-01 00:00,2019-01-01 00:00
63,19,0,2019-01-15 00:00,2019-06-30 00:00
3,20,0,2019-01-15 00:00,2019-06-30 00:00
6,20,0,2018-09-01 00:00,2019-01-01 00:00
9,20,0,2018-09-01 00:00,2019-01-01 00:00
12,20,0,2019-01-15 00:00,2019-06-30 00:00
15,20,0,2019-01-15 00:00,2019-06-30 00:00
18,20,0,2018-09-01 00:00,2019-01-01 00:00
21,20,0,2018-09-01 00:00,2019-01-01 00:00
27,20,0,2019-01-15 00:00,2019-06-30 00:00
33,20,0,2018-09-01 00:00,2019-01-01 00:00
39,20,0,2019-01-15 00:00,2019-06-30 00:00
45,20,0,2018-09-01 00:00,2019-01-01 00:00
51,20,0,2019-01-15 00:00,2019-06-30 00:00
57,20,0,2018-09-01 00:00,2019-01-01 00:00
63,20,0,2019-01-15 00:00,2019-06-30 00:00
1,21,0,2018-09-01 00:00,2019-01-01 00:00
4,21,0,2019-01-15 00:00,2019-06-30 00:00
7,21,0,2019-01-15 00:00,2019-06-30 00:00
10,21,0,2018-09-01 00:00,2019-01-01 00:00
13,21,0,2018-09-01 00:00,2019-01-01 00:00
16,21,0,2019-01-15 00:00,2019-06-30 00:00
19,21,0,2019-01-15 00:00,2019-06-30 00:00
25,21,0,2018-09-01 00:00,2019-01-01 00:00
31,21,0,2019-01-15 00:00,2019-06-30 00:00
37,21,0,2018-09-01 00:00,2019-01-01 00:00
43,21,0,2019-01-15 00:00,2019-06-30 00:00
49,21,0,2018-09-01 00:00,2019-01-01 00:00
55,21,0,2019-01-15 00:00,2019-06-30 00:00
61,21,0,2018-09-01 00:00,2019-01-01 00:00
1,22,0,2018-09-01 00:00,2019-01-01 00:00
4,22,0,2019-01-15 00:00,2019-06-30 00:00
7,22,0,2019-01-15 00:00,2019-06-30 00:00
10,22,0,2018-09-01 00:00,2019-01-01 00:00
13,22,0,2018-09-01 00:00,2019-01-01 00:00
16,22,0,2019-01-15 00:00,2019-06-30 00:00
19,22,0,2019-01-15 00:00,2019-06-30 00:00
25,22,0,2018-09-01 00:00,2019-01-01 00:00
31,22,0,2019-01-15 00:00,2019-06-30 00:00
37,22,0,2018-09-01 00:00,2019-01-01 00:00
43,22,0,2019-01-15 00:00,2019-06-30 00:00
49,22,0,2018-09-01 00:00,2019-01-01 00:00
55,22,0,2019-01-15 00:00,2019-06-30 00:00
61,22,0,2018-09-01 00:00,2019-01-01 00:00
1,23,0,2018-09-01 00:00,2019-01-01 00:00
4,23,0,2019-01-15 00:00,2019-06-30 00:00
7,23,0,2019-01-15 00:00,2019-06-30 00:00
10,23,0,2018-09-01 00:00,2019-01-01 00:00
13,23,0,2018-09-01 00:00,2019-01-01 00:00
16,23,0,2019-01-15 00:00,2019-06-30 00:00
19,23,0,2019-01-15 00:00,2019-06-30 00:00
25,23,0,2018-09-01 00:00,2019-01-01 00:00
31,23,0,2019-01-15 00:00,2019-06-30 00:00
37,23,0,2018-09-01 00:00,2019-01-01 00:00
43,23,0,2019-01-15 00:00,2019-06-30 00:00
49,23,0,2018-09-01 00:00,2019-01-01 00:00
55,23,0,2019-01-15 00:00,2019-06-30 00:00
61,23,0,2018-09-01 00:00,2019-01-01 00:00
3,24,0,2019-01-15 00:00,2019-06-30 00:00
6,24,0,2018-09-01 00:00,2019-01-01 00:00
9,24,0,2018-09-01 00:00,2019-01-01 00:00
12,24,0,2019-01-15 00:00,2019-06-30 00:00
15,24,0,2019-01-15 00:00,2019-06-30 00:00
18,24,0,2018-09-01 00:00,2019-01-01 00:00
21,24,0,2018-09-01 00:00,2019-01-01 00:00
27,24,0,2019-01-15 00:00,2019-06-30 00:00
33,24,0,2018-09-01 00:00,2019-01-01 00:00
39,24,0,2019-01-15 00:00,2019-06-30 00:00
45,24,0,2018-09-01 00:00,2019-01-01 00:00
51,24,0,2019-01-15 00:00,2019-06-30 00:00
57,24,0,2018-09-01 00:00,2019-01-01 00:00
63,24,0,2019-01-15 00:00,2019-06-30 00:00
3,25,0,2019-01-15 00:00,2019-06-30 00:00
6,25,0,2018-09-01 00:00,2019-01-01 00:00
9,25,0,2018-09-01 00:00,2019-01-01 00:00
12,25,0,2019-01-15 00:00,2019-06-30 00:00
15,25,0,2019-01-15 00:00,2019-06-30 00:00
18,25,0,2018-09-01 00:00,2019-01-01 00:00
21,25,0,2018-09-01 00:00,2019-01-01 00:00
27,25,0,2019-01-15 00:00,2019-06-30 00:00
33,25,0,2018-09-01 00:00,2019-01-01 00:00
39,25,0,2019-01-15 00:00,2019-06-30 00:00
45,25,0,2018-09-01 00:00,2019-01-01 00:00
51,25,0,2019-01-15 00:00,2019-06-30 00:00
57,25,0,2018-09-01 00:00,2019-01-01 00:00
63,25,0,2019-01-15 00:00,2019-06-30 00:00
1,26,0,2018-09-01 00:00,2019-01-01 00:00
4,26,0,2019-01-15 00:00,2019-06-30 00:00
7,26,0,2019-01-15 00:00,2019-06-30 00:00
10,26,0,2018-09-01 00:00,2019-01-01 00:00
13,26,0,2018-09-01 00:00,2019-01-01 00:00
16,26,0,2019-01-15 00:00,2019-06-30 00:00
19,26,0,2019-01-15 00:00,2019-06-30 00:00
25,26,0,2018-09-01 00:00,2019-01-01 00:00
31,26,0,2019-01-15 00:00,2019-06-30 00:00
37,26,0,2018-09-01 00:00,2019-01-01 00:00
43,26,0,2019-01-15 00:00,2019-06-30 00:00
49,26,0,2018-09-01 00:00,2019-01-01 00:00
55,26,0,2019-01-15 00:00,2019-06-30 00:00
61,26,0,2018-09-01 00:00,2019-01-01 00:00
2,27,0,2018-09-01 00:00,2019-01-01 00:00
5,27,0,2018-09-01 00:00,2019-01-01 00:00
8,27,0,2019-01-15 00:00,2019-06-30 00:00
11,27,0,2019-01-15 00:00,2019-06-30 00:00
14,27,0,2018-09-01 00:00,2019-01-01 00:00
17,27,0,2018-09-01 00:00,2019-01-01 00:00
20,27,0,2019-01-15 00:00,2019-06-30 00:00
23,27,0,2019-01-15 00:00,2019-06-30 00:00
29,27,0,2018-09-01 00:00,2019-01-01 00:00
35,27,0,2019-01-15 00:00,2019-06-30 00:00
41,27,0,2018-09-01 00:00,2019-01-01 00:00
47,27,0,2019-01-15 00:00,2019-06-30 00:00
53,27,0,2018-09-01 00:00,2019-01-01 00:00
59,27,0,2019-01-15 00:00,2019-06-30 00:00
1,28,0,2018-09-01 00:00,2019-01-01 00:00
4,28,0,2019-01-15 00:00,2019-06-30 00:00
7,28,0,2019-01-15 00:00,2019-06-30 00:00
10,28,0,2018-09-01 00:00,2019-01-01 00:00
13,28,0,2018-09-01 00:00,2019-01-01 00:00
16,28,0,2019-01-15 00:00,2019-06-30 00:00
19,28,0,2019-01-15 00:00,2019-06-30 00:00
25,28,0,2018-09-01 00:00,2019-01-01 00:00
31,28,0,2019-01-15 00:00,2019-06-30 00:00
37,28,0,2018-09-01 00:00,2019-01-01 00:00
43,28,0,2019-01-15 00:00,2019-06-30 00:00
49,28,0,2018-09-01 00:00,2019-01-01 00:00
55,28,0,2019-01-15 00:00,2019-06-30 00:00
61,28,0,2018-09-01 00:00,2019-01-01 00:00
3,29,0,2019-01-15 00:00,2019-06-30 00:00
6,29,0,2018-09-01 00:00,2019-01-01 00:00
9,29,0,2018-09-01 00:00,2019-01-01 00:00
12,29,0,2019-01-15 00:00,2019-06-30 00:00
15,29,0,2019-01-15 00:00,2019-06-30 00:00
18,29,0,2018-09-01 00:00,2019-01-01 00:00
21,29,0,2018-09-01 00:00,2019-01-01 00:00
27,29,0,2019-01-15 00:00,2019-06-30 00:00
33,29,0,2018-09-01 00:00,2019-01-01 00:00
39,29,0,2019-01-15 00:00,2019-06-30 00:00
45,29,0,2018-09-01 00:00,2019-01-01 00:00
51,29,0,2019-01-15 00:00,2019-06-30 00:00
57,29,0,2018-09-01 00:00,2019-01-01 00:00
63,29,0,2019-01-15 00:00,2019-06-30 00:00
2,30,0,2018-09-01 00:00,2019-01-01 00:00
5,30,0,2018-09-01 00:00,2019-01-01 00:00
8,30,0,2019-01-15 00:00,2019-06-30 00:00
11,30,0,2019-01-15 00:00,2019-06-30 00:00
14,30,0,2018-09-01 00:00,2019-01-01 00:00
17,30,0,2018-09-01 00:00,2019-01-01 00:00
20,30,0,2019-01-15 00:00,2019-06-30 00:00
23,30,0,2019-01-15 00:00,2019-06-30 00:00
29,30,0,2018-09-01 00:00,2019-01-01 00:00
35,30,0,2019-01-15 00:00,2019-06-30 00:00
41,30,0,2018-09-01 00:00,2019-01-01 00:00
47,30,0,2019-01-15 00:00,2019-06-30 00:00
53,30,0,2018-09-01 00:00,2019-01-01 00:00
59,30,0,2019-01-15 00:00,2019-06-30 00:00
2,31,0,2018-09-01 00:00,2019-01-01 00:00
5,31,0,2018-09-01 00:00,2019-01-01 00:00
8,31,0,2019-01-15 00:00,2019-06-30 00:00
11,31,0,2019-01-15 00:00,2019-06-30 00:00
14,31,0,2018-09-01 00:00,2019-01-01 00:00
17,31,0,2018-09-01 00:00,2019-01-01 00:00
20,31,0,2019-01-15 00:00,2019-06-30 00:00
23,31,0,2019-01-15 00:00,2019-06-30 00:00
29,31,0,2018-09-01 00:00,2019-01-01 00:00
35,31,0,2019-01-15 00:00,2019-06-30 00:00
41,31,0,2018-09-01 00:00,2019-01-01 00:00
47,31,0,2019-01-15 00:00,2019-06-30 00:00
53,31,0,2018-09-01 00:00,2019-01-01 00:00
59,31,0,2019-01-15 00:00,2019-06-30 00:00
1,32,0,2018-09-01 00:00,2019-01-01 00:00
4,32,0,2019-01-15 00:00,2019-06-30 00:00
7,32,0,2019-01-15 00:00,2019-06-30 00:00
10,32,0,2018-09-01 00:00,2019-01-01 00:00
13,32,0,2018-09-01 00:00,2019-01-01 00:00
16,32,0,2019-01-15 00:00,2019-06-30 00:00
19,32,0,2019-01-15 00:00,2019-06-30 00:00
25,32,0,2018-09-01 00:00,2019-01-01 00:00
31,32,0,2019-01-15 00:00,2019-06-30 00:00
37,32,0,2018-09-01 00:00,2019-01-01 00:00
43,32,0,2019-01-15 00:00,2019-06-30 00:00
49,32,0,2018-09-01 00:00,2019-01-01 00:00
55,32,0,2019-01-15 00:00,2019-06-30 00:00
61,32,0,2018-09-01 00:00,2019-01-01 00:00
1,33,0,2018-09-01 00:00,2019-01-01 00:00
4,33,0,2019-01-15 00:00,2019-06-30 00:00
7,33,0,2019-01-15 00:00,2019-06-30 00:00
10,33,0,2018-09-01 00:00,2019-01-01 00:00
13,33,0,2018-09-01 00:00,2019-01-01 00:00
16,33,0,2019-01-15 00:00,2019-06-30 00:00
19,33,0,2019-01-15 00:00,2019-06-30 00:00
25,33,0,2018-09-01 00:00,2019-01-01 00:00
31,33,0,2019-01-15 00:00,2019-06-30 00:00
37,33,0,2018-09-01 00:00,2019-01-01 00:00
43,33,0,2019-01-15 00:00,2019-06-30 00:00
49,33,0,2018-09-01 00:00,2019-01-01 00:00
55,33,0,2019-01-15 00:00,2019-06-30 00:00
61,33,0,2018-09-01 00:00,2019-01-01 00:00
1,34,0,2018-09-01 00:00,2019-01-01 00:00
4,34,0,2019-01-15 00:00,2019-06-30 00:00
7,34,0,2019-01-15 00:00,2019-06-30 00:00
10,34,0,2018-09-01 00:00,2019-01-01 00:00
13,34,0,2018-09-01 00:00,2019-01-01 00:00
16,34,0,2019-01-15 00:00,2019-06-30 00:00
19,34,0,2019-01-15 00:00,2019-06-30 00:00
25,34,0,2018-09-01 00:00,2019-01-01 00:00
31,34,0,2019-01-15 00:00,2019-06-30 00:00
37,34,0,2018-09-01 00:00,2019-01-01 00:00
43,34,0,2019-01-15 00:00,2019-06-30 00:00
49,34,0,2018-09-01 00:00,2019-01-01 00:00
55,34,0,2019-01-15 00:00,2019-06-30 00:00
61,34,0,2018-09-01 00:00,2019-01-01 00:00
2,35,0,2018-09-01 00:00,2019-01-01 00:00
5,35,0,2018-09-01 00:00,2019-01-01 00:00
8,35,0,2019-01-15 00:00,2019-06-30 00:00
11,35,0,2019-01-15 00:00,2019-06-30 00:00
14,35,0,2018-09-01 00:00,2019-01-01 00:00
17,35,0,2018-09-01 00:00,2019-01-01 00:00
20,35,0,2019-01-15 00:00,2019-06-30 00:00
23,35,0,2019-01-15 00:00,2019-06-30 00:00
29,35,0,2018-09-01 00:00,2019-01-01 00:00
35,35,0,2019-01-15 00:00,2019-06-30 00:00
41,35,0,2018-09-01 00:00,2019-01-01 00:00
47,35,0,2019-01-15 00:00,2019-06-30 00:00
53,35,0,2018-09-01 00:00,2019-01-01 00:00
59,35,0,2019-01-15 00:00,2019-06-30 00:00
3,36,0,2019-01-15 00:00,2019-06-30 00:00
6,36,0,2018-09-01 00:00,2019-01-01 00:00
9,36,0,2018-09-01 00:00,2019-01-01 00:00
12,36,0,2019-01-15 00:00,2019-06-30 00:00
15,36,0,2019-01-15 00:00,2019-06-30 00:00
18,36,0,2018-09-01 00:00,2019-01-01 00:00
21,36,0,2018-09-01 00:00,2019-01-01 00:00
27,36,0,2019-01-15 00:00,2019-06-30 00:00
